"Annual commercial landings and effort for Dive fisheries in the Pacific Region, by Pacific Fishery Management Area (PFMA) and Subarea.",,,,,,,,,
"All data available through 2025, by calendar year",,,,,,,,,
"Harvest log data from Dive Fisheries fisheries are made available as a whole season after the season ends; therefore, data from 2025-26 Season are not yet available.",,,,,,,,,
,Fishery,Last Date Available,,,,,,,
Red Urchin,6BC,2017,13,32,1,2140,*,,
Red Urchin,6BC,2017,13,33,1,1700,*,,
Red Urchin,6BC,2017,13,35,3,1225,10082,,
Red Urchin,6BC,2017,13,41,1,100,*,,
Red Urchin,6BC,2017,13,Total,8,25926,193510,,
Red Urchin,6BC,2017,14,9,1,1830,*,,
Red Urchin,6BC,2017,14,10,1,380,*,,
Red Urchin,6BC,2017,14,11,1,90,*,,
Red Urchin,6BC,2017,14,13,1,4200,*,,
Red Urchin,6BC,2017,14,Total,2,6500,*,,
Red Urchin,6BC,2017,17,1,1,185,*,,
Red Urchin,6BC,2017,17,3,4,3658,33736,,
Red Urchin,6BC,2017,17,10,2,375,*,,
Red Urchin,6BC,2017,17,17,3,840,9066,,
Red Urchin,6BC,2017,17,Total,5,5058,50289,,
Red Urchin,6BC,2017,18,1,1,1220,*,,
Red Urchin,6BC,2017,18,2,6,3020,25693,,
Red Urchin,6BC,2017,18,3,1,80,*,,
Red Urchin,6BC,2017,18,4,2,1060,*,,
Red Urchin,6BC,2017,18,5,2,2430,*,,
Red Urchin,6BC,2017,18,6,2,1152,*,,
Red Urchin,6BC,2017,18,11,1,320,*,,
Red Urchin,6BC,2017,18,Total,6,9282,82577,,
Red Urchin,6BC,2017,19,3,1,785,*,,
Red Urchin,6BC,2017,19,4,2,4080,*,,
Red Urchin,6BC,2017,19,5,2,680,*,,
Red Urchin,6BC,2017,19,Total,2,5545,*,,
Red Urchin,6BC,2017,20,5,1,2020,*,,
Red Urchin,6BC,2017,20,Total,1,2020,*,,
Red Urchin,6BC,2017,23,7,2,585,*,,
Red Urchin,6BC,2017,23,Total,2,585,*,,
Red Urchin,6BC,2017,29,4,1,475,*,,
Red Urchin,6BC,2017,29,Total,1,475,*,,
Red Urchin,6BC,2017,101,2,9,3260,56665,,
Red Urchin,6BC,2017,101,6,3,920,**,,
Red Urchin,6BC,2017,101,7,2,630,*,,
Red Urchin,6BC,2017,101,Total,10,4810,78030,,
Red Urchin,6BC,2017,105,1,5,3020,**,,
Red Urchin,6BC,2017,105,2,1,1900,*,,
Red Urchin,6BC,2017,105,Total,6,4920,73086,,
Red Urchin,6BC,2017,106,2,19,15005,170362,,
Red Urchin,6BC,2017,106,Total,19,15005,170362,,
Red Urchin,6BC,2018,1,1,2,440,*,,
Red Urchin,6BC,2018,1,2,17,13103,161259,,
Red Urchin,6BC,2018,1,3,9,2645,**,,
Red Urchin,6BC,2018,1,7,8,3000,38087,,
Red Urchin,6BC,2018,1,Total,21,19188,236297,,
Red Urchin,6BC,2018,2,8,19,9832,106597,,
Red Urchin,6BC,2018,2,12,18,4800,50060,,
Red Urchin,6BC,2018,2,13,1,120,*,,
Red Urchin,6BC,2018,2,14,19,11186,121370,,
Red Urchin,6BC,2018,2,15,13,7133,68226,,
Red Urchin,6BC,2018,2,17,23,10575,113697,,
Red Urchin,6BC,2018,2,18,13,4063,45040,,
Red Urchin,6BC,2018,2,19,3,2490,24436,,
Red Urchin,6BC,2018,2,31,21,16317,221593,,
Red Urchin,6BC,2018,2,35,4,2045,24864,,
Red Urchin,6BC,2018,2,36,1,290,*,,
Red Urchin,6BC,2018,2,68,13,4713,60278,,
Red Urchin,6BC,2018,2,69,10,5466,72091,,
Red Urchin,6BC,2018,2,71,5,705,6465,,
Red Urchin,6BC,2018,2,73,2,405,*,,
Red Urchin,6BC,2018,2,75,1,120,*,,
Red Urchin,6BC,2018,2,78,4,1420,22271,,
Red Urchin,6BC,2018,2,79,3,890,7417,,
Red Urchin,6BC,2018,2,80,2,580,*,,
Red Urchin,6BC,2018,2,81,1,500,*,,
Red Urchin,6BC,2018,2,82,4,1780,10598,,
Red Urchin,6BC,2018,2,85,1,800,*,,
Red Urchin,6BC,2018,2,86,5,1610,16859,,
Red Urchin,6BC,2018,2,87,7,4070,40426,,
Red Urchin,6BC,2018,2,88,10,3765,49219,,
Red Urchin,6BC,2018,2,92,2,291,*,,
Red Urchin,6BC,2018,2,93,2,455,*,,
Red Urchin,6BC,2018,2,97,2,220,*,,
Red Urchin,6BC,2018,2,98,1,100,*,,
Red Urchin,6BC,2018,2,99,1,100,*,,
Red Urchin,6BC,2018,2,Total,27,96841,1100177,,
Red Urchin,6BC,2018,3,1,18,20628,268885,,
Red Urchin,6BC,2018,3,2,1,365,*,,
Red Urchin,6BC,2018,3,3,2,145,*,,
Red Urchin,6BC,2018,3,Total,19,21138,274856,,
Red Urchin,6BC,2018,4,1,14,21438,280689,,
Red Urchin,6BC,2018,4,2,10,13428,130057,,
Red Urchin,6BC,2018,4,3,7,4285,60718,,
Red Urchin,6BC,2018,4,4,4,2865,23805,,
Red Urchin,6BC,2018,4,9,5,2019,29669,,
Red Urchin,6BC,2018,4,12,3,1370,4718,,
Red Urchin,6BC,2018,4,13,14,12235,148049,,
Red Urchin,6BC,2018,4,Total,18,57640,677705,,
Red Urchin,6BC,2018,5,9,4,5590,59624,,
Red Urchin,6BC,2018,5,10,14,10591,97791,,
Red Urchin,6BC,2018,5,11,3,1750,19167,,
Red Urchin,6BC,2018,5,12,5,1350,**,,
Red Urchin,6BC,2018,5,13,1,279,*,,
Red Urchin,6BC,2018,5,14,3,2530,11142,,
Red Urchin,6BC,2018,5,20,17,21268,242536,,
Red Urchin,6BC,2018,5,21,5,1760,25286,,
Red Urchin,6BC,2018,5,22,21,44298,516920,,
Red Urchin,6BC,2018,5,Total,24,89416,981299,,
Red Urchin,6BC,2018,6,9,26,78012,950005,,
Red Urchin,6BC,2018,6,10,13,9184,110309,,
Red Urchin,6BC,2018,6,11,3,1515,19135,,
Red Urchin,6BC,2018,6,13,16,19435,237989,,
Red Urchin,6BC,2018,6,Total,26,108146,1317438,,
Red Urchin,6BC,2018,12,1,5,3036,34351,,
Red Urchin,6BC,2018,12,2,4,4605,40881,,
Red Urchin,6BC,2018,12,3,4,2430,28356,,
Red Urchin,6BC,2018,12,4,1,850,*,,
Red Urchin,6BC,2018,12,5,9,11280,95889,,
Red Urchin,6BC,2018,12,6,9,5635,43574,,
Red Urchin,6BC,2018,12,7,1,280,*,,
Red Urchin,6BC,2018,12,8,3,4108,39268,,
Red Urchin,6BC,2018,12,16,2,1200,*,,
Red Urchin,6BC,2018,12,17,2,1100,*,,
Red Urchin,6BC,2018,12,18,9,4927,54040,,
Red Urchin,6BC,2018,12,19,6,5645,48899,,
Red Urchin,6BC,2018,12,20,2,400,*,,
Red Urchin,6BC,2018,12,24,1,100,*,,
Red Urchin,6BC,2018,12,26,1,360,*,,
Red Urchin,6BC,2018,12,39,3,2145,14102,,
Red Urchin,6BC,2018,12,41,1,200,*,,
Red Urchin,6BC,2018,12,Total,12,48301,448237,,
Red Urchin,6BC,2018,13,1,4,4760,40701,,
Red Urchin,6BC,2018,13,2,4,3587,35359,,
Red Urchin,6BC,2018,13,3,2,2135,*,,
Red Urchin,6BC,2018,13,6,1,100,*,,
Red Urchin,6BC,2018,13,8,2,800,*,,
Red Urchin,6BC,2018,13,9,2,472,*,,
Red Urchin,6BC,2018,13,10,1,320,*,,
Red Urchin,6BC,2018,13,12,1,320,*,,
Red Urchin,6BC,2018,13,14,1,1200,*,,
Red Urchin,6BC,2018,13,15,1,5050,*,,
Red Urchin,6BC,2018,13,25,2,3694,*,,
Red Urchin,6BC,2018,13,28,4,2860,24423,,
Red Urchin,6BC,2018,13,29,2,690,*,,
Red Urchin,6BC,2018,13,32,2,390,*,,
Red Urchin,6BC,2018,13,33,1,725,*,,
Red Urchin,6BC,2018,13,35,4,2355,21941,,
Red Urchin,6BC,2018,13,39,2,1745,*,,
Red Urchin,6BC,2018,13,40,1,320,*,,
Red Urchin,6BC,2018,13,41,2,1200,*,,
Red Urchin,6BC,2018,13,Total,10,32723,293242,,
Red Urchin,6BC,2018,14,7,1,965,*,,
Red Urchin,6BC,2018,14,9,1,2500,*,,
Red Urchin,6BC,2018,14,13,2,4000,*,,
Red Urchin,6BC,2018,14,Total,3,7465,76188,,
Red Urchin,6BC,2018,17,3,4,6120,51840,,
Red Urchin,6BC,2018,17,10,1,220,*,,
Red Urchin,6BC,2018,17,17,2,440,*,,
Red Urchin,6BC,2018,17,Total,5,6780,58472,,
Red Urchin,6BC,2018,18,1,1,290,*,,
Red Urchin,6BC,2018,18,2,4,1870,15267,,
Red Urchin,6BC,2018,18,4,1,1100,*,,
Red Urchin,6BC,2018,18,5,1,870,*,,
Red Urchin,6BC,2018,18,6,2,2720,*,,
Red Urchin,6BC,2018,18,11,3,3310,29235,,
Red Urchin,6BC,2018,18,Total,5,10160,81664,,
Red Urchin,6BC,2018,19,3,1,180,*,,
Red Urchin,6BC,2018,19,4,3,4900,**,,
Red Urchin,6BC,2018,19,Total,3,5080,40332,,
Red Urchin,6BC,2018,20,5,2,1735,*,,
Red Urchin,6BC,2018,20,6,1,420,*,,
Red Urchin,6BC,2018,20,Total,2,2155,*,,
Red Urchin,6BC,2018,23,7,1,1538,*,,
Red Urchin,6BC,2018,23,Total,1,1538,*,,
Red Urchin,6BC,2018,29,4,2,670,*,,
Red Urchin,6BC,2018,29,5,1,240,*,,
Red Urchin,6BC,2018,29,Total,3,910,7284,,
Red Urchin,6BC,2018,101,2,1,200,*,,
Red Urchin,6BC,2018,101,6,5,1526,17940,,
Red Urchin,6BC,2018,101,7,4,1176,**,,
Red Urchin,6BC,2018,101,Total,8,2902,27402,,
Red Urchin,6BC,2018,105,1,9,11838,146330,,
Red Urchin,6BC,2018,105,Total,9,11838,146330,,
Red Urchin,6BC,2018,106,1,1,220,*,,
Red Urchin,6BC,2018,106,2,12,5122,**,,
Red Urchin,6BC,2018,106,Total,12,5342,62917,,
Red Urchin,6BC,2018,123,3,1,2190,*,,
Red Urchin,6BC,2018,123,Total,1,2190,*,,
Red Urchin,6BC,2019,1,2,8,4057,65771,,
Red Urchin,6BC,2019,1,3,1,184,*,,
Red Urchin,6BC,2019,1,7,1,300,*,,
Red Urchin,6BC,2019,1,Total,10,4541,71551,,
Red Urchin,6BC,2019,2,8,22,12147,116777,,
Red Urchin,6BC,2019,2,12,20,5503,63312,,
Red Urchin,6BC,2019,2,13,3,1003,7783,,
Red Urchin,6BC,2019,2,14,19,9953,116183,,
Red Urchin,6BC,2019,2,15,12,5474,64593,,
Red Urchin,6BC,2019,2,17,20,5805,61414,,
Red Urchin,6BC,2019,2,18,9,3752,34569,,
Red Urchin,6BC,2019,2,31,20,17922,215040,,
Red Urchin,6BC,2019,2,33,1,590,*,,
Red Urchin,6BC,2019,2,35,5,1780,28117,,
Red Urchin,6BC,2019,2,36,4,2520,32063,,
Red Urchin,6BC,2019,2,68,11,6479,81928,,
Red Urchin,6BC,2019,2,69,6,3205,45918,,
Red Urchin,6BC,2019,2,70,1,377,*,,
Red Urchin,6BC,2019,2,71,4,1779,25785,,
Red Urchin,6BC,2019,2,75,1,100,*,,
Red Urchin,6BC,2019,2,78,4,2470,26684,,
Red Urchin,6BC,2019,2,82,2,520,*,,
Red Urchin,6BC,2019,2,85,1,192,*,,
Red Urchin,6BC,2019,2,86,1,400,*,,
Red Urchin,6BC,2019,2,87,12,4976,62450,,
Red Urchin,6BC,2019,2,88,5,817,13320,,
Red Urchin,6BC,2019,2,Total,25,87764,1018313,,
Red Urchin,6BC,2019,3,1,23,26135,**,,
Red Urchin,6BC,2019,3,2,1,375,*,,
Red Urchin,6BC,2019,3,Total,23,26510,376335,,
Red Urchin,6BC,2019,4,1,20,28785,314428,,
Red Urchin,6BC,2019,4,2,22,20970,257350,,
Red Urchin,6BC,2019,4,3,7,7380,106197,,
Red Urchin,6BC,2019,4,4,1,200,*,,
Red Urchin,6BC,2019,4,9,11,4407,**,,
Red Urchin,6BC,2019,4,13,20,16288,203970,,
Red Urchin,6BC,2019,4,Total,28,78030,931871,,
Red Urchin,6BC,2019,5,9,10,5490,62959,,
Red Urchin,6BC,2019,5,10,13,10979,102488,,
Red Urchin,6BC,2019,5,11,3,1875,21969,,
Red Urchin,6BC,2019,5,12,4,1060,10788,,
Red Urchin,6BC,2019,5,13,7,2790,28130,,
Red Urchin,6BC,2019,5,20,20,20764,221936,,
Red Urchin,6BC,2019,5,21,15,8952,96398,,
Red Urchin,6BC,2019,5,22,16,29863,372330,,
Red Urchin,6BC,2019,5,Total,26,81773,916998,,
Red Urchin,6BC,2019,6,9,26,66707,811784,,
Red Urchin,6BC,2019,6,10,18,12498,173567,,
Red Urchin,6BC,2019,6,11,2,815,*,,
Red Urchin,6BC,2019,6,13,19,27266,369082,,
Red Urchin,6BC,2019,6,15,3,850,11406,,
Red Urchin,6BC,2019,6,16,2,1020,*,,
Red Urchin,6BC,2019,6,17,14,8805,143780,,
Red Urchin,6BC,2019,6,Total,26,117961,1537341,,
Red Urchin,6BC,2019,12,1,5,5166,38138,,
Red Urchin,6BC,2019,12,2,2,1313,*,,
Red Urchin,6BC,2019,12,3,3,860,6950,,
Red Urchin,6BC,2019,12,4,1,2050,*,,
Red Urchin,6BC,2019,12,5,4,3180,30038,,
Red Urchin,6BC,2019,12,6,6,3440,25911,,
Red Urchin,6BC,2019,12,7,1,280,*,,
Red Urchin,6BC,2019,12,8,4,4060,27314,,
Red Urchin,6BC,2019,12,17,1,610,*,,
Red Urchin,6BC,2019,12,18,11,18460,178219,,
Red Urchin,6BC,2019,12,19,7,10180,87266,,
Red Urchin,6BC,2019,12,20,1,180,*,,
Red Urchin,6BC,2019,12,39,3,2680,26470,,
Red Urchin,6BC,2019,12,41,1,500,*,,
Red Urchin,6BC,2019,12,Total,16,52959,459739,,
Red Urchin,6BC,2019,13,1,5,10268,87976,,
Red Urchin,6BC,2019,13,2,6,11419,97980,,
Red Urchin,6BC,2019,13,3,6,10224,107560,,
Red Urchin,6BC,2019,13,4,2,5220,*,,
Red Urchin,6BC,2019,13,6,1,280,*,,
Red Urchin,6BC,2019,13,7,1,360,*,,
Red Urchin,6BC,2019,13,8,4,1350,12630,,
Red Urchin,6BC,2019,13,9,4,1797,15934,,
Red Urchin,6BC,2019,13,10,1,2776,*,,
Red Urchin,6BC,2019,13,11,4,2402,24134,,
Red Urchin,6BC,2019,13,12,1,1000,*,,
Red Urchin,6BC,2019,13,14,2,900,*,,
Red Urchin,6BC,2019,13,15,5,5867,44284,,
Red Urchin,6BC,2019,13,16,3,5940,37780,,
Red Urchin,6BC,2019,13,17,3,915,7951,,
Red Urchin,6BC,2019,13,25,3,3440,19133,,
Red Urchin,6BC,2019,13,27,2,760,*,,
Red Urchin,6BC,2019,13,28,3,1610,13571,,
Red Urchin,6BC,2019,13,30,1,1300,*,,
Red Urchin,6BC,2019,13,31,2,1600,*,,
Red Urchin,6BC,2019,13,32,5,5600,49849,,
Red Urchin,6BC,2019,13,33,2,920,*,,
Red Urchin,6BC,2019,13,35,4,2142,16151,,
Red Urchin,6BC,2019,13,36,1,960,*,,
Red Urchin,6BC,2019,13,39,5,2920,19955,,
Red Urchin,6BC,2019,13,40,2,895,*,,
Red Urchin,6BC,2019,13,41,3,3868,20235,,
Red Urchin,6BC,2019,13,Total,13,86733,695698,,
Red Urchin,6BC,2019,14,7,1,980,*,,
Red Urchin,6BC,2019,14,9,2,2400,*,,
Red Urchin,6BC,2019,14,12,3,1430,12292,,
Red Urchin,6BC,2019,14,Total,3,4810,37606,,
Red Urchin,6BC,2019,17,3,2,6730,*,,
Red Urchin,6BC,2019,17,Total,2,6730,*,,
Red Urchin,6BC,2019,18,1,1,400,*,,
Red Urchin,6BC,2019,18,2,3,3649,30904,,
Red Urchin,6BC,2019,18,3,1,400,*,,
Red Urchin,6BC,2019,18,5,2,860,*,,
Red Urchin,6BC,2019,18,6,1,1490,*,,
Red Urchin,6BC,2019,18,11,1,805,*,,
Red Urchin,6BC,2019,18,Total,5,7604,76189,,
Red Urchin,6BC,2019,19,4,2,3870,*,,
Red Urchin,6BC,2019,19,5,1,1040,*,,
Red Urchin,6BC,2019,19,Total,3,4910,48995,,
Red Urchin,6BC,2019,20,4,1,320,*,,
Red Urchin,6BC,2019,20,5,2,3060,*,,
Red Urchin,6BC,2019,20,Total,2,3380,*,,
Red Urchin,6BC,2019,23,7,1,3393,*,,
Red Urchin,6BC,2019,23,Total,1,3393,*,,
Red Urchin,6BC,2019,101,2,2,910,*,,
Red Urchin,6BC,2019,101,7,1,240,*,,
Red Urchin,6BC,2019,101,Total,2,1150,*,,
Red Urchin,6BC,2019,105,1,12,6448,94195,,
Red Urchin,6BC,2019,105,Total,12,6448,94195,,
Red Urchin,6BC,2019,106,2,10,3488,38819,,
Red Urchin,6BC,2019,106,Total,10,3488,38819,,
Red Urchin,6BC,2020,1,1,3,1008,11317,,
Red Urchin,6BC,2020,1,2,8,9790,122243,,
Red Urchin,6BC,2020,1,Total,8,10798,133560,,
Red Urchin,6BC,2020,2,8,10,3310,35149,,
Red Urchin,6BC,2020,2,11,6,6140,74452,,
Red Urchin,6BC,2020,2,12,10,2530,36140,,
Red Urchin,6BC,2020,2,13,1,200,*,,
Red Urchin,6BC,2020,2,14,7,1180,9700,,
Red Urchin,6BC,2020,2,15,1,200,*,,
Red Urchin,6BC,2020,2,18,3,770,14010,,
Red Urchin,6BC,2020,2,31,11,6780,88415,,
Red Urchin,6BC,2020,2,35,4,1760,24058,,
Red Urchin,6BC,2020,2,36,1,200,*,,
Red Urchin,6BC,2020,2,85,1,180,*,,
Red Urchin,6BC,2020,2,86,1,400,*,,
Red Urchin,6BC,2020,2,87,6,2700,25876,,
Red Urchin,6BC,2020,2,88,1,360,*,,
Red Urchin,6BC,2020,2,89,1,600,*,,
Red Urchin,6BC,2020,2,Total,12,27310,330553,,
Red Urchin,6BC,2020,3,1,18,29308,**,,
Red Urchin,6BC,2020,3,3,1,600,*,,
Red Urchin,6BC,2020,3,Total,18,29908,379140,,
Red Urchin,6BC,2020,4,1,14,16515,173998,,
Red Urchin,6BC,2020,4,2,18,14890,166647,,
Red Urchin,6BC,2020,4,3,7,2151,**,,
Red Urchin,6BC,2020,4,5,1,200,*,,
Red Urchin,6BC,2020,4,9,10,9102,111378,,
Red Urchin,6BC,2020,4,12,8,2640,36907,,
Red Urchin,6BC,2020,4,13,13,7967,84878,,
Red Urchin,6BC,2020,4,Total,22,53465,599411,,
Red Urchin,6BC,2020,5,9,11,4977,61369,,
Red Urchin,6BC,2020,5,10,7,3550,37424,,
Red Urchin,6BC,2020,5,11,2,270,*,,
Red Urchin,6BC,2020,5,12,6,3534,30980,,
Red Urchin,6BC,2020,5,13,9,4630,37586,,
Red Urchin,6BC,2020,5,14,5,2745,31442,,
Red Urchin,6BC,2020,5,17,4,2270,**,,
Red Urchin,6BC,2020,5,20,14,8711,106226,,
Red Urchin,6BC,2020,5,21,15,11620,124684,,
Red Urchin,6BC,2020,5,22,19,14678,180372,,
Red Urchin,6BC,2020,5,Total,22,56985,628962,,
Red Urchin,6BC,2020,6,9,22,46231,565557,,
Red Urchin,6BC,2020,6,10,16,19807,242905,,
Red Urchin,6BC,2020,6,11,1,240,*,,
Red Urchin,6BC,2020,6,13,9,10603,103669,,
Red Urchin,6BC,2020,6,15,1,100,*,,
Red Urchin,6BC,2020,6,17,6,2707,27846,,
Red Urchin,6BC,2020,6,Total,22,79688,944230,,
Red Urchin,6BC,2020,12,1,6,4526,29177,,
Red Urchin,6BC,2020,12,2,6,6695,48030,,
Red Urchin,6BC,2020,12,3,7,9280,62353,,
Red Urchin,6BC,2020,12,4,1,1080,*,,
Red Urchin,6BC,2020,12,5,9,12070,102095,,
Red Urchin,6BC,2020,12,6,5,3015,26461,,
Red Urchin,6BC,2020,12,7,3,2269,15493,,
Red Urchin,6BC,2020,12,17,1,720,*,,
Red Urchin,6BC,2020,12,18,10,17575,165486,,
Red Urchin,6BC,2020,12,19,8,7430,91202,,
Red Urchin,6BC,2020,12,21,3,890,4545,,
Red Urchin,6BC,2020,12,39,3,8430,54840,,
Red Urchin,6BC,2020,12,Total,16,73980,616883,,
Red Urchin,6BC,2020,13,1,7,6080,59455,,
Red Urchin,6BC,2020,13,2,2,1180,*,,
Red Urchin,6BC,2020,13,3,5,5085,59399,,
Red Urchin,6BC,2020,13,4,2,745,*,,
Red Urchin,6BC,2020,13,5,1,1200,*,,
Red Urchin,6BC,2020,13,7,2,600,*,,
Red Urchin,6BC,2020,13,9,7,4930,39506,,
Red Urchin,6BC,2020,13,10,3,10742,78901,,
Red Urchin,6BC,2020,13,11,2,2320,*,,
Red Urchin,6BC,2020,13,12,3,6680,51393,,
Red Urchin,6BC,2020,13,15,2,460,*,,
Red Urchin,6BC,2020,13,16,3,2470,15589,,
Red Urchin,6BC,2020,13,17,1,600,*,,
Red Urchin,6BC,2020,13,23,1,480,*,,
Red Urchin,6BC,2020,13,25,5,2795,13361,,
Red Urchin,6BC,2020,13,26,2,4560,*,,
Red Urchin,6BC,2020,13,27,3,980,5747,,
Red Urchin,6BC,2020,13,28,10,27564,243244,,
Red Urchin,6BC,2020,13,29,4,1770,12872,,
Red Urchin,6BC,2020,13,30,2,1552,*,,
Red Urchin,6BC,2020,13,31,2,1000,*,,
Red Urchin,6BC,2020,13,32,6,9390,118387,,
Red Urchin,6BC,2020,13,33,1,2060,*,,
Red Urchin,6BC,2020,13,35,5,5283,37926,,
Red Urchin,6BC,2020,13,39,3,1370,9246,,
Red Urchin,6BC,2020,13,40,3,2510,12519,,
Red Urchin,6BC,2020,13,41,3,1395,10306,,
Red Urchin,6BC,2020,13,Total,15,105801,891163,,
Red Urchin,6BC,2020,14,9,1,120,*,,
Red Urchin,6BC,2020,14,10,2,980,*,,
Red Urchin,6BC,2020,14,13,2,720,*,,
Red Urchin,6BC,2020,14,Total,4,1820,37924,,
Red Urchin,6BC,2020,17,1,1,470,*,,
Red Urchin,6BC,2020,17,2,1,1490,*,,
Red Urchin,6BC,2020,17,3,3,5349,38460,,
Red Urchin,6BC,2020,17,10,1,1400,*,,
Red Urchin,6BC,2020,17,17,1,270,*,,
Red Urchin,6BC,2020,17,Total,3,8979,68027,,
Red Urchin,6BC,2020,18,2,4,4771,34729,,
Red Urchin,6BC,2020,18,5,2,930,*,,
Red Urchin,6BC,2020,18,6,3,1960,18382,,
Red Urchin,6BC,2020,18,11,1,1225,*,,
Red Urchin,6BC,2020,18,Total,4,8886,74881,,
Red Urchin,6BC,2020,19,4,2,3430,*,,
Red Urchin,6BC,2020,19,5,1,1500,*,,
Red Urchin,6BC,2020,19,Total,3,4930,51292,,
Red Urchin,6BC,2020,20,5,2,2450,*,,
Red Urchin,6BC,2020,20,Total,2,2450,*,,
Red Urchin,6BC,2020,23,6,1,180,*,,
Red Urchin,6BC,2020,23,7,5,6550,54220,,
Red Urchin,6BC,2020,23,11,4,2080,**,,
Red Urchin,6BC,2020,23,Total,5,8810,70500,,
Red Urchin,6BC,2020,101,7,1,400,*,,
Red Urchin,6BC,2020,101,Total,1,400,*,,
Red Urchin,6BC,2020,105,1,6,3694,45725,,
Red Urchin,6BC,2020,105,Total,6,3694,45725,,
Red Urchin,6BC,2020,106,2,2,600,*,,
Red Urchin,6BC,2020,106,Total,2,600,*,,
Red Urchin,6BC,2021,1,1,10,1745,**,,
Red Urchin,6BC,2021,1,2,12,14365,178507,,
Red Urchin,6BC,2021,1,7,1,340,*,,
Red Urchin,6BC,2021,1,Total,12,16450,205029,,
Red Urchin,6BC,2021,2,8,11,3530,35058,,
Red Urchin,6BC,2021,2,12,12,4341,47597,,
Red Urchin,6BC,2021,2,13,1,120,*,,
Red Urchin,6BC,2021,2,14,19,8200,57070,,
Red Urchin,6BC,2021,2,15,2,810,*,,
Red Urchin,6BC,2021,2,17,16,4237,34767,,
Red Urchin,6BC,2021,2,18,13,10230,116764,,
Red Urchin,6BC,2021,2,19,1,800,*,,
Red Urchin,6BC,2021,2,31,16,12614,127087,,
Red Urchin,6BC,2021,2,32,1,200,*,,
Red Urchin,6BC,2021,2,49,1,180,*,,
Red Urchin,6BC,2021,2,50,6,2120,22245,,
Red Urchin,6BC,2021,2,68,8,1544,12563,,
Red Urchin,6BC,2021,2,71,1,600,*,,
Red Urchin,6BC,2021,2,73,1,120,*,,
Red Urchin,6BC,2021,2,75,2,440,*,,
Red Urchin,6BC,2021,2,86,1,300,*,,
Red Urchin,6BC,2021,2,87,8,3390,32054,,
Red Urchin,6BC,2021,2,88,3,854,8983,,
Red Urchin,6BC,2021,2,89,1,360,*,,
Red Urchin,6BC,2021,2,93,1,430,*,,
Red Urchin,6BC,2021,2,96,2,680,*,,
Red Urchin,6BC,2021,2,97,1,260,*,,
Red Urchin,6BC,2021,2,Total,21,56360,537182,,
Red Urchin,6BC,2021,3,1,14,8875,**,,
Red Urchin,6BC,2021,3,2,1,150,*,,
Red Urchin,6BC,2021,3,Total,14,9025,116621,,
Red Urchin,6BC,2021,4,1,16,15035,173597,,
Red Urchin,6BC,2021,4,2,18,24218,316269,,
Red Urchin,6BC,2021,4,3,4,1340,15259,,
Red Urchin,6BC,2021,4,4,5,1970,24502,,
Red Urchin,6BC,2021,4,9,9,2887,27677,,
Red Urchin,6BC,2021,4,12,9,5145,51358,,
Red Urchin,6BC,2021,4,13,9,4750,52788,,
Red Urchin,6BC,2021,4,Total,20,55345,661450,,
Red Urchin,6BC,2021,5,9,4,3720,49078,,
Red Urchin,6BC,2021,5,10,8,8035,98834,,
Red Urchin,6BC,2021,5,11,2,490,*,,
Red Urchin,6BC,2021,5,12,2,290,*,,
Red Urchin,6BC,2021,5,13,5,1905,19497,,
Red Urchin,6BC,2021,5,14,4,1260,11876,,
Red Urchin,6BC,2021,5,20,22,26971,316654,,
Red Urchin,6BC,2021,5,21,16,11553,121045,,
Red Urchin,6BC,2021,5,22,16,16335,201562,,
Red Urchin,6BC,2021,5,Total,22,70559,829796,,
Red Urchin,6BC,2021,6,9,21,41478,462050,,
Red Urchin,6BC,2021,6,10,14,11940,138541,,
Red Urchin,6BC,2021,6,11,5,2280,**,,
Red Urchin,6BC,2021,6,13,15,27915,287069,,
Red Urchin,6BC,2021,6,14,6,1940,24543,,
Red Urchin,6BC,2021,6,16,2,400,*,,
Red Urchin,6BC,2021,6,17,8,3870,53837,,
Red Urchin,6BC,2021,6,Total,23,89823,985413,,
Red Urchin,6BC,2021,12,1,3,2848,48046,,
Red Urchin,6BC,2021,12,2,4,3156,28480,,
Red Urchin,6BC,2021,12,3,1,927,*,,
Red Urchin,6BC,2021,12,5,8,20285,150051,,
Red Urchin,6BC,2021,12,6,6,6037,38285,,
Red Urchin,6BC,2021,12,18,10,12411,129775,,
Red Urchin,6BC,2021,12,19,8,9505,91892,,
Red Urchin,6BC,2021,12,26,1,300,*,,
Red Urchin,6BC,2021,12,39,4,6448,47208,,
Red Urchin,6BC,2021,12,41,2,1410,*,,
Red Urchin,6BC,2021,12,Total,13,63327,560076,,
Red Urchin,6BC,2021,13,1,4,7980,53225,,
Red Urchin,6BC,2021,13,2,4,5915,52721,,
Red Urchin,6BC,2021,13,3,5,6630,68398,,
Red Urchin,6BC,2021,13,4,2,930,*,,
Red Urchin,6BC,2021,13,8,1,200,*,,
Red Urchin,6BC,2021,13,9,3,1590,13013,,
Red Urchin,6BC,2021,13,10,4,6711,43176,,
Red Urchin,6BC,2021,13,11,3,650,4641,,
Red Urchin,6BC,2021,13,12,3,3895,30784,,
Red Urchin,6BC,2021,13,13,1,10,*,,
Red Urchin,6BC,2021,13,15,2,3170,*,,
Red Urchin,6BC,2021,13,16,3,1640,8345,,
